TEXT|NAICS|SAMPLE_WEIGHT
PROPAGATION MATERIAL FARMING|111421|85.6
ROSE BUSH GROWING|111421|85.6
ROSE BUSH GROWING|111421|85.6
SHORT ROTATION WOODY TREE GROWING (I.E., GROWING AND HARVESTING CYCLE TEN YEARS OR LESS)|111421|85.6
SHORT ROTATION WOODY TREE GROWING (I.E., GROWING AND HARVESTING CYCLE TEN YEARS OR LESS)|111421|85.6
SHRUBBERY FARMING|111421|85.6
SHRUBBERY FARMING|111421|85.6
SOD FARMING|111421|85.6
SOD FARMING|111421|85.6
TISSUE CULTURE FARMING|111421|85.6
TISSUE CULTURE FARMING|111421|85.6
TREE CROP FARMING (EXCEPT FORESTRY), SHORT ROTATION GROWING AND HARVESTING CYCLE|111421|85.6
TREE CROP FARMING (EXCEPT FORESTRY), SHORT ROTATION GROWING AND HARVESTING CYCLE|111421|85.6
TURF FARMING|111421|85.6
TURF FARMING|111421|85.6
BEDDING PLANT GROWING (EXCEPT VEGETABLE AND MELON BEDDING PLANTS)|111422|108.43
BEDDING PLANT GROWING (EXCEPT VEGETABLE AND MELON BEDDING PLANTS)|111422|108.43
CULTIVATED FLORIST GREENS GROWING|111422|108.43
CULTIVATED FLORIST GREENS GROWING|111422|108.43
CUT FLOWER GROWING|111422|108.43
CUT FLOWER GROWING|111422|108.43
CUT ROSE GROWING|111422|108.43
CUT ROSE GROWING|111422|108.43
CUTTINGS FARMING|111422|108.43
CUTTINGS FARMING|111422|108.43
FLORICULTURE PRODUCTION|111422|108.43
FLORICULTURE PRODUCTION|111422|108.43
FLOWER GROWING|111422|108.43
FLOWER GROWING|111422|108.43
FLOWER SEED PRODUCTION|111422|108.43
FLOWER SEED PRODUCTION|111422|108.43
FOLIAGE GROWING|111422|108.43
FOLIAGE GROWING|111422|108.43
HANGING BASKET PLANT GROWING|111422|108.43
HANGING BASKET PLANT GROWING|111422|108.43
HOUSE PLANT GROWING|111422|108.43
HOUSE PLANT GROWING|111422|108.43
ORNAMENTAL PLANT GROWING|111422|108.43
ORNAMENTAL PLANT GROWING|111422|108.43
PLANT, ORNAMENTAL, GROWING|111422|108.43
PLANT, ORNAMENTAL, GROWING|111422|108.43
PLANT, POTTED FLOWER AND FOLIAGE, GROWING|111422|108.43
PLANT, POTTED FLOWER AND FOLIAGE, GROWING|111422|108.43
PLUG (I.E., FLORICULTURE PRODUCTS) GROWING|111422|108.43
PLUG (I.E., FLORICULTURE PRODUCTS) GROWING|111422|108.43
TOBACCO FARMING|111910|813.23
TOBACCO FARMING|111910|813.23
TOBACCO FARMING, FIELD AND SEED PRODUCTION|111910|813.23
TOBACCO FARMING, FIELD AND SEED PRODUCTION|111910|813.23
COTTON FARMING|111920|542.15
COTTON FARMING|111920|542.15
COTTON FARMING, FIELD AND SEED PRODUCTION|111920|542.15
COTTON FARMING, FIELD AND SEED PRODUCTION|111920|542.15
COTTONSEED FARMING|111920|542.15
COTTONSEED FARMING|111920|542.15
CANE FARMING, SUGAR, FIELD PRODUCTION|111930|542.15
CANE FARMING, SUGAR, FIELD PRODUCTION|111930|542.15
SUGARCANE FARMING|111930|542.15
SUGARCANE FARMING|111930|542.15
SUGARCANE FARMING, FIELD PRODUCTION|111930|542.15
SUGARCANE FARMING, FIELD PRODUCTION|111930|542.15
ALFALFA HAY FARMING|111940|271.08
ALFALFA HAY FARMING|111940|271.08
CLOVER HAY FARMING|111940|271.08
CLOVER HAY FARMING|111940|271.08
GRASS HAY FARMING|111940|271.08
GRASS HAY FARMING|111940|271.08
HAY FARMING|111940|271.08
HAY FARMING|111940|271.08
HAY FARMING (E.G., ALFALFA HAY, CLOVER HAY, GRASS HAY)|111940|271.08
HAY FARMING (E.G., ALFALFA HAY, CLOVER HAY, GRASS HAY)|111940|271.08
MIXED HAY FARMING|111940|271.08
MIXED HAY FARMING|111940|271.08
SUGAR BEET FARMING|111991|1626.46
SUGAR BEET FARMING|111991|1626.46
PEANUT FARMING|111992|1626.46
PEANUT FARMING|111992|1626.46
AGAVE FARMING|111998|54.22
AGAVE FARMING|111998|54.22
ALFALFA SEED FARMING|111998|54.22
ALFALFA SEED FARMING|111998|54.22
ALL OTHER MISCELLANEOUS CROP FARMING|111998|54.22
ALL OTHER MISCELLANEOUS CROP FARMING|111998|54.22
ALOE FARMING|111998|54.22
ALOE FARMING|111998|54.22
AMARANTH FARMING|111998|54.22
AMARANTH FARMING|111998|54.22
BENTGRASS SEED FARMING|111998|54.22
BENTGRASS SEED FARMING|111998|54.22
BLUEGRASS-KENTUCKY SEED FARMING|111998|54.22
BLUEGRASS-KENTUCKY SEED FARMING|111998|54.22
CHICORY FARMING|111998|54.22
CHICORY FARMING|111998|54.22
CLOVER SEED FARMING|111998|54.22
CLOVER SEED FARMING|111998|54.22
CRIMSON CLOVES SEED FARMING|111998|54.22
CRIMSON CLOVES SEED FARMING|111998|54.22
FESCUE SEED FARMING|111998|54.22
FESCUE SEED FARMING|111998|54.22
GENERAL COMBINATION CROP FARMING (EXCEPT FRUIT AND NUT COMBINATIONS, OILSEED AND GRAIN, VEGETABLE)|111998|54.22
GENERAL COMBINATION CROP FARMING (EXCEPT FRUIT AND NUT COMBINATIONS, OILSEED AND GRAIN, VEGETABLE)|111998|54.22
GRASS SEED FARMING|111998|54.22
GRASS SEED FARMING|111998|54.22
GUAR FARMING|111998|54.22
GUAR FARMING|111998|54.22
HAY SEED FARMING|111998|54.22
HAY SEED FARMING|111998|54.22
HERB FARMING, OPEN FIELD|111998|54.22
HERB FARMING, OPEN FIELD|111998|54.22
HOP FARMING|111998|54.22
HOP FARMING|111998|54.22
JOJOBA FARMING|111998|54.22
JOJOBA FARMING|111998|54.22
KENAF FARMING|111998|54.22
KENAF FARMING|111998|54.22
MAPLE SAP CONCENTRATING (I.E., PRODUCING PURE MAPLE SYRUP IN THE FIELD)|111998|54.22
MAPLE SAP CONCENTRATING (I.E., PRODUCING PURE MAPLE SYRUP IN THE FIELD)|111998|54.22
MAPLE SAP GATHERING|111998|54.22
MAPLE SAP GATHERING|111998|54.22
MAPLE SYRUP (I.E., MAPLE SAP REDUCING)|111998|54.22
MAPLE SYRUP (I.E., MAPLE SAP REDUCING)|111998|54.22
MARIJUANA, GROWN IN AN OPEN FIELD|111998|54.22
MARIJUANA, GROWN IN AN OPEN FIELD|111998|54.22
MINT FARMING|111998|54.22
MINT FARMING|111998|54.22
ORCHARD GRASS SEED FARMING|111998|54.22
ORCHARD GRASS SEED FARMING|111998|54.22
RYEGRASS SEED FARMING|111998|54.22
RYEGRASS SEED FARMING|111998|54.22
SORGHUM SUDAN SEED FARMING|111998|54.22
SORGHUM SUDAN SEED FARMING|111998|54.22
SPICE FARMING|111998|54.22
SPICE FARMING|111998|54.22
SYRUP, PURE MAPLE (I.E., MAPLE SYRUP REDUCING)|111998|54.22
SYRUP, PURE MAPLE (I.E., MAPLE SYRUP REDUCING)|111998|54.22
TEA FARMING|111998|54.22
TEA FARMING|111998|54.22
BACKGROUNDING, CATTLE|112111|162.65
BACKGROUNDING, CATTLE|112111|162.65
BEEF CATTLE RANCHING AND FARMING|112111|162.65
BEEF CATTLE RANCHING AND FARMING|112111|162.65
BEEF CATTLE RANCHING OR FARMING|112111|162.65
BEEF CATTLE RANCHING OR FARMING|112111|162.65
CALF (E.G., FEEDER, STOCKER, VEAL) PRODUCTION|112111|162.65
CALF (E.G., FEEDER, STOCKER, VEAL) PRODUCTION|112111|162.65
CATTLE CONDITIONING OPERATIONS|112111|162.65
CATTLE CONDITIONING OPERATIONS|112111|162.65
CATTLE FARMING OR RANCHING|112111|162.65
CATTLE FARMING OR RANCHING|112111|162.65
DAIRY HEIFER REPLACEMENT PRODUCTION|112111|162.65
DAIRY HEIFER REPLACEMENT PRODUCTION|112111|162.65
FEEDER CALF PRODUCTION|112111|162.65
FEEDER CALF PRODUCTION|112111|162.65
STOCKER CALF PRODUCTION|112111|162.65
STOCKER CALF PRODUCTION|112111|162.65
VEAL CALF PRODUCTION|112111|162.65
VEAL CALF PRODUCTION|112111|162.65
BEEF CATTLE FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112112|271.08
BEEF CATTLE FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112112|271.08
CATTLE FEEDLOTS|112112|271.08
CATTLE FEEDLOTS|112112|271.08
CATTLE FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112112|271.08
CATTLE FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112112|271.08
FATTENING CATTLE|112112|271.08
FATTENING CATTLE|112112|271.08
FEED YARDS (EXCEPT STOCKYARDS FOR TRANSPORTATION), CATTLE|112112|271.08
FEED YARDS (EXCEPT STOCKYARDS FOR TRANSPORTATION), CATTLE|112112|271.08
FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION), CATTLE|112112|271.08
FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION), CATTLE|112112|271.08
DAIRY CATTLE AND MILK PRODUCTION|112120|406.61
DAIRY CATTLE AND MILK PRODUCTION|112120|406.61
DAIRY CATTLE FARMING|112120|406.61
DAIRY CATTLE FARMING|112120|406.61
MILK PRODUCTION, DAIRY CATTLE|112120|406.61
MILK PRODUCTION, DAIRY CATTLE|112120|406.61
MILKING DAIRY CATTLE|112120|406.61
MILKING DAIRY CATTLE|112120|406.61
DUAL-PURPOSE CATTLE RANCHING AND FARMING|112130|1626.46
DUAL-PURPOSE CATTLE RANCHING AND FARMING|112130|1626.46
FARROW-TO-FINISH OPERATIONS|112210|180.72
FARROW-TO-FINISH OPERATIONS|112210|180.72
FEEDER PIG FARMING|112210|180.72
FEEDER PIG FARMING|112210|180.72
FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION), HOG|112210|180.72
FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION), HOG|112210|180.72
HOG AND PIG (INCLUDING BREEDING, FARROWING, NURSERY, AND FINISHING ACTIVITIES) FARMING|112210|180.72
HOG AND PIG (INCLUDING BREEDING, FARROWING, NURSERY, AND FINISHING ACTIVITIES) FARMING|112210|180.72
HOG AND PIG FARMING|112210|180.72
HOG AND PIG FARMING|112210|180.72
HOG FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112210|180.72
HOG FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112210|180.72
PIG FARMING|112210|180.72
PIG FARMING|112210|180.72
SWINE FARMING|112210|180.72
SWINE FARMING|112210|180.72
WEANING PIG OPERATIONS|112210|180.72
WEANING PIG OPERATIONS|112210|180.72
CHICKEN EGG PRODUCTION|112310|232.35
CHICKEN EGG PRODUCTION|112310|232.35
CHICKEN EGGS (TABLE, HATCHING) PRODUCTION|112310|232.35
CHICKEN EGGS (TABLE, HATCHING) PRODUCTION|112310|232.35
CULL HEN PRODUCTION|112310|232.35
CULL HEN PRODUCTION|112310|232.35
EGG PRODUCTION, CHICKEN|112310|232.35
EGG PRODUCTION, CHICKEN|112310|232.35
EGGS, CHICKEN (TABLE, HATCHING) PRODUCTION|112310|232.35
EGGS, CHICKEN (TABLE, HATCHING) PRODUCTION|112310|232.35
LAYER-TYPE CHICKEN PRODUCTION|112310|232.35
LAYER-TYPE CHICKEN PRODUCTION|112310|232.35
STARTED PULLET PRODUCTION|112310|232.35
STARTED PULLET PRODUCTION|112310|232.35
BROILER CHICKEN PRODUCTION|112320|271.08
BROILER CHICKEN PRODUCTION|112320|271.08
BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION|112320|271.08
BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION|112320|271.08
CHICKEN PRODUCTION (EXCEPT EGG LAYING)|112320|271.08
CHICKEN PRODUCTION (EXCEPT EGG LAYING)|112320|271.08
CORNISH HEN PRODUCTION|112320|271.08
CORNISH HEN PRODUCTION|112320|271.08
FRYER CHICKEN PRODUCTION|112320|271.08
FRYER CHICKEN PRODUCTION|112320|271.08
ROASTER CHICKEN PRODUCTION|112320|271.08
ROASTER CHICKEN PRODUCTION|112320|271.08
EGG PRODUCTION, TURKEY|112330|542.15
EGG PRODUCTION, TURKEY|112330|542.15
TURKEY EGG PRODUCTION|112330|542.15
TURKEY EGG PRODUCTION|112330|542.15
TURKEY PRODUCTION|112330|542.15
TURKEY PRODUCTION|112330|542.15
CHICKEN HATCHERIES|112340|325.29
CHICKEN HATCHERIES|112340|325.29
EGG HATCHERIES, POULTRY|112340|325.29
EGG HATCHERIES, POULTRY|112340|325.29
HATCHERIES, POULTRY|112340|325.29
HATCHERIES, POULTRY|112340|325.29
POULTRY HATCHERIES|112340|325.29
POULTRY HATCHERIES|112340|325.29
TURKEY HATCHERIES|112340|325.29
TURKEY HATCHERIES|112340|325.29
CHUKAR PARTRIDGE PRODUCTION|112390|147.86
CHUKAR PARTRIDGE PRODUCTION|112390|147.86
DUCK PRODUCTION|112390|147.86
DUCK PRODUCTION|112390|147.86
EMU PRODUCTION|112390|147.86
EMU PRODUCTION|112390|147.86
GEESE PRODUCTION|112390|147.86
GEESE PRODUCTION|112390|147.86
HUNGARIAN PARTRIDGE PRODUCTION|112390|147.86
HUNGARIAN PARTRIDGE PRODUCTION|112390|147.86
OSTRICH PRODUCTION|112390|147.86
OSTRICH PRODUCTION|112390|147.86
OTHER POULTRY PRODUCTION|112390|147.86
OTHER POULTRY PRODUCTION|112390|147.86
PARTRIDGE PRODUCTION|112390|147.86
PARTRIDGE PRODUCTION|112390|147.86
PHEASANT PRODUCTION|112390|147.86
PHEASANT PRODUCTION|112390|147.86
QUAIL PRODUCTION|112390|147.86
QUAIL PRODUCTION|112390|147.86
RATITE PRODUCTION|112390|147.86
RATITE PRODUCTION|112390|147.86
DAIRY SHEEP FARMING|112410|271.08
DAIRY SHEEP FARMING|112410|271.08
FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION), LAMB|112410|271.08
FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION), LAMB|112410|271.08
LAMB FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112410|271.08
LAMB FEEDLOTS (EXCEPT STOCKYARDS FOR TRANSPORTATION)|112410|271.08
MILKING DAIRY SHEEP|112410|271.08
MILKING DAIRY SHEEP|112410|271.08
SHEEP FARMING|112410|271.08
SHEEP FARMING|112410|271.08
SHEEP FARMING (E.G., MEAT, MILK, WOOL PRODUCTION)|112410|271.08
SHEEP FARMING (E.G., MEAT, MILK, WOOL PRODUCTION)|112410|271.08
ANGORA GOAT FARMING|112420|271.08
ANGORA GOAT FARMING|112420|271.08
DAIRY GOAT FARMING|112420|271.08
DAIRY GOAT FARMING|112420|271.08
GOAT FARMING|112420|271.08
GOAT FARMING|112420|271.08
GOAT FARMING (E.G., MEAT, MILK, MOHAIR PRODUCTION)|112420|271.08
GOAT FARMING (E.G., MEAT, MILK, MOHAIR PRODUCTION)|112420|271.08
MILKING DAIRY GOAT|112420|271.08
MILKING DAIRY GOAT|112420|271.08
MOHAIR FARMING|112420|271.08
MOHAIR FARMING|112420|271.08
BAITFISH PRODUCTION, FARM RAISING|112511|116.18
BAITFISH PRODUCTION, FARM RAISING|112511|116.18
CATFISH PRODUCTION, FARM RAISING|112511|116.18
CATFISH PRODUCTION, FARM RAISING|112511|116.18
FINFISH FARMING AND FISH HATCHERIES|112511|116.18
FINFISH FARMING AND FISH HATCHERIES|112511|116.18
FINFISH PRODUCTION, FARM RAISING|112511|116.18
FINFISH PRODUCTION, FARM RAISING|112511|116.18
FINFISH, HATCHERIES|112511|116.18
FINFISH, HATCHERIES|112511|116.18
FISH FARMS, FINFISH|112511|116.18
FISH FARMS, FINFISH|112511|116.18
GOLDFISH PRODUCTION, FARM RAISING|112511|116.18
GOLDFISH PRODUCTION, FARM RAISING|112511|116.18
HATCHERIES, FINFISH|112511|116.18
HATCHERIES, FINFISH|112511|116.18
HYBRID STRIPED BASS PRODUCTION|112511|116.18
HYBRID STRIPED BASS PRODUCTION|112511|116.18
MINNOW PRODUCTION, FARM RAISING|112511|116.18
MINNOW PRODUCTION, FARM RAISING|112511|116.18
ORNAMENTAL FISH PRODUCTION, FARM RAISING|112511|116.18
ORNAMENTAL FISH PRODUCTION, FARM RAISING|112511|116.18
TILAPIA PRODUCTION|112511|116.18
TILAPIA PRODUCTION|112511|116.18
TROPICAL FISH PRODUCTION, FARM RAISING|112511|116.18
TROPICAL FISH PRODUCTION, FARM RAISING|112511|116.18
TROUT PRODUCTION, FARM RAISING|112511|116.18
TROUT PRODUCTION, FARM RAISING|112511|116.18
CLAM PRODUCTION, FARM RAISING|112512|135.54
CLAM PRODUCTION, FARM RAISING|112512|135.54
CRAWFISH PRODUCTION, FARM RAISING|112512|135.54
CRAWFISH PRODUCTION, FARM RAISING|112512|135.54
CRUSTACEAN PRODUCTION, FARM RAISING|112512|135.54
CRUSTACEAN PRODUCTION, FARM RAISING|112512|135.54
CULTURED PEARL PRODUCTION, FARM RAISING|112512|135.54
CULTURED PEARL PRODUCTION, FARM RAISING|112512|135.54
FISH FARMS, SHELLFISH|112512|135.54
FISH FARMS, SHELLFISH|112512|135.54
HATCHERIES, SHELLFISH|112512|135.54
HATCHERIES, SHELLFISH|112512|135.54
MOLLUSK PRODUCTION, FARM RAISING|112512|135.54
MOLLUSK PRODUCTION, FARM RAISING|112512|135.54
MUSSEL PRODUCTION, FARM RAISING|112512|135.54
MUSSEL PRODUCTION, FARM RAISING|112512|135.54
OYSTER PRODUCTION, FARM RAISING|112512|135.54
OYSTER PRODUCTION, FARM RAISING|112512|135.54
SHELLFISH FARMING|112512|135.54
SHELLFISH FARMING|112512|135.54
SHELLFISH HATCHERIES|112512|135.54
SHELLFISH HATCHERIES|112512|135.54
SHRIMP PRODUCTION, FARM RAISING|112512|135.54
SHRIMP PRODUCTION, FARM RAISING|112512|135.54
ALGAE FARMING|112519|180.72
ALGAE FARMING|112519|180.72
ALLIGATOR PRODUCTION, FARM RAISING|112519|180.72
ALLIGATOR PRODUCTION, FARM RAISING|112519|180.72
ANIMAL AQUACULTURE (EXCEPT FINFISH, SHELLFISH)|112519|180.72
ANIMAL AQUACULTURE (EXCEPT FINFISH, SHELLFISH)|112519|180.72
FROG PRODUCTION, FARM RAISING|112519|180.72
FROG PRODUCTION, FARM RAISING|112519|180.72
OTHER AQUACULTURE|112519|180.72
OTHER AQUACULTURE|112519|180.72
PLANT AQUACULTURE|112519|180.72
PLANT AQUACULTURE|112519|180.72
SEA PLANT AGRICULTURE|112519|180.72
SEA PLANT AGRICULTURE|112519|180.72
SEAWEED FARMING|112519|180.72
SEAWEED FARMING|112519|180.72
TURTLE PRODUCTION, FARM RAISING|112519|180.72
TURTLE PRODUCTION, FARM RAISING|112519|180.72
APICULTURE|112910|203.31
APICULTURE|112910|203.31
BEE POLLEN COLLECTION|112910|203.31
BEE POLLEN COLLECTION|112910|203.31
BEE PRODUCTION (I.E., APICULTURE)|112910|203.31
BEE PRODUCTION (I.E., APICULTURE)|112910|203.31
BEESWAX PRODUCTION|112910|203.31
BEESWAX PRODUCTION|112910|203.31
HONEY BEE PRODUCTION|112910|203.31
HONEY BEE PRODUCTION|112910|203.31
PROPOLIS PRODUCTION, BEES|112910|203.31
PROPOLIS PRODUCTION, BEES|112910|203.31
QUEEN BEE PRODUCTION|112910|203.31
QUEEN BEE PRODUCTION|112910|203.31
ROYAL JELLY PRODUCTION, BEES|112910|203.31
ROYAL JELLY PRODUCTION, BEES|112910|203.31
BURRO PRODUCTION|112920|271.08
BURRO PRODUCTION|112920|271.08
DONKEY PRODUCTION|112920|271.08
DONKEY PRODUCTION|112920|271.08
HORSE (INCLUDING THOROUGHBREDS) PRODUCTION|112920|271.08
HORSE (INCLUDING THOROUGHBREDS) PRODUCTION|112920|271.08
HORSES AND OTHER EQUINE PRODUCTION|112920|271.08
HORSES AND OTHER EQUINE PRODUCTION|112920|271.08
MULE PRODUCTION|112920|271.08
MULE PRODUCTION|112920|271.08
PONY PRODUCTION|112920|271.08
PONY PRODUCTION|112920|271.08
CHINCHILLA PRODUCTION|112930|271.08
CHINCHILLA PRODUCTION|112930|271.08
FOX PRODUCTION|112930|271.08
FOX PRODUCTION|112930|271.08
FUR-BEARING ANIMAL AND RABBIT PRODUCTION|112930|271.08
FUR-BEARING ANIMAL AND RABBIT PRODUCTION|112930|271.08
FUR-BEARING ANIMAL PRODUCTION|112930|271.08
FUR-BEARING ANIMAL PRODUCTION|112930|271.08
MINK PRODUCTION|112930|271.08
MINK PRODUCTION|112930|271.08
RABBIT PRODUCTION|112930|271.08
RABBIT PRODUCTION|112930|271.08
ALL OTHER ANIMAL PRODUCTION|112990|73.93
ALL OTHER ANIMAL PRODUCTION|112990|73.93
ALPACA PRODUCTION|112990|73.93
ALPACA PRODUCTION|112990|73.93
AVIARIES (I.E., RAISING BIRDS FOR SALE)|112990|73.93
AVIARIES (I.E., RAISING BIRDS FOR SALE)|112990|73.93
BIRD PRODUCTION (E.G., CANARIES, LOVE BIRDS, PARAKEETS, PARROTS)|112990|73.93
BIRD PRODUCTION (E.G., CANARIES, LOVE BIRDS, PARAKEETS, PARROTS)|112990|73.93
BISON PRODUCTION|112990|73.93
BISON PRODUCTION|112990|73.93
BREEDING OF PETS (E.G., BIRDS, CATS, DOGS)|112990|73.93
BREEDING OF PETS (E.G., BIRDS, CATS, DOGS)|112990|73.93
BUFFALO PRODUCTION|112990|73.93
BUFFALO PRODUCTION|112990|73.93
CAT PRODUCTION|112990|73.93
CAT PRODUCTION|112990|73.93
COMBINATION LIVESTOCK FARMING (EXCEPT DAIRY, POULTRY)|112990|73.93
COMBINATION LIVESTOCK FARMING (EXCEPT DAIRY, POULTRY)|112990|73.93
COMPANION ANIMALS PRODUCTION (E.G., CATS, DOGS, PARAKEETS, PARROTS)|112990|73.93
COMPANION ANIMALS PRODUCTION (E.G., CATS, DOGS, PARAKEETS, PARROTS)|112990|73.93
CRICKET PRODUCTION|112990|73.93
CRICKET PRODUCTION|112990|73.93
DEER PRODUCTION|112990|73.93
DEER PRODUCTION|112990|73.93
DOG PRODUCTION|112990|73.93
DOG PRODUCTION|112990|73.93
EARTHWORM HATCHERIES|112990|73.93
EARTHWORM HATCHERIES|112990|73.93
ELK PRODUCTION|112990|73.93
ELK PRODUCTION|112990|73.93
GENERAL COMBINATION ANIMAL FARMING|112990|73.93
GENERAL COMBINATION ANIMAL FARMING|112990|73.93
KENNELS, BREEDING AND RAISING STOCK FOR SALE|112990|73.93
KENNELS, BREEDING AND RAISING STOCK FOR SALE|112990|73.93
LABORATORY ANIMAL PRODUCTION (E.G., GUINEA PIGS, MICE, RATS)|112990|73.93
LABORATORY ANIMAL PRODUCTION (E.G., GUINEA PIGS, MICE, RATS)|112990|73.93
LLAMA PRODUCTION|112990|73.93
LLAMA PRODUCTION|112990|73.93
RAISING SWANS, PEACOCKS, FLAMINGOS, OR OTHER ADORNMENT BIRDS|112990|73.93
RAISING SWANS, PEACOCKS, FLAMINGOS, OR OTHER ADORNMENT BIRDS|112990|73.93
RATTLESNAKE PRODUCTION|112990|73.93
RATTLESNAKE PRODUCTION|112990|73.93
WORM PRODUCTION|112990|73.93
WORM PRODUCTION|112990|73.93
TIMBER TRACT OPERATIONS|113110|1626.46
TIMBER TRACT OPERATIONS|113110|1626.46
AROMATIC WOOD GATHERING|113210|67.77
AROMATIC WOOD GATHERING|113210|67.77
BALSAM NEEDLES GATHERING|113210|67.77
BALSAM NEEDLES GATHERING|113210|67.77
BARK GATHERING|113210|67.77
BARK GATHERING|113210|67.77
CHERRY GUM, GATHERING|113210|67.77
CHERRY GUM, GATHERING|113210|67.77
CHESTNUT GUM, GATHERING|113210|67.77
CHESTNUT GUM, GATHERING|113210|67.77
FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS|113210|67.77
FOREST NURSERIES AND GATHERING OF FOREST PRODUCTS|113210|67.77
FOREST NURSERIES FOR REFORESTATION, GROWING TREES|113210|67.77
FOREST NURSERIES FOR REFORESTATION, GROWING TREES|113210|67.77
GATHERING OF FOREST PRODUCTS (E.G., BARKS, GUMS, NEEDLES, SEEDS)|113210|67.77
GATHERING OF FOREST PRODUCTS (E.G., BARKS, GUMS, NEEDLES, SEEDS)|113210|67.77
GATHERING, EXTRACTING, AND SELLING TREE SEEDS|113210|67.77
GATHERING, EXTRACTING, AND SELLING TREE SEEDS|113210|67.77
GINSENG GATHERING|113210|67.77
GINSENG GATHERING|113210|67.77
GUM (I.E., FOREST PRODUCT) GATHERING|113210|67.77
GUM (I.E., FOREST PRODUCT) GATHERING|113210|67.77
HARVESTING BERRIES OR NUTS FROM NATIVE AND NON-CULTIVATED PLANTS|113210|67.77
HARVESTING BERRIES OR NUTS FROM NATIVE AND NON-CULTIVATED PLANTS|113210|67.77
HEMLOCK GUM GATHERING|113210|67.77
HEMLOCK GUM GATHERING|113210|67.77
HUCKLEBERRY GREENS, GATHERING OF|113210|67.77
HUCKLEBERRY GREENS, GATHERING OF|113210|67.77
MOSS GATHERING|113210|67.77
MOSS GATHERING|113210|67.77
NURSERIES FOR REFORESTATION GROWING TREES|113210|67.77
NURSERIES FOR REFORESTATION GROWING TREES|113210|67.77
PINE GUM EXTRACTING|113210|67.77
PINE GUM EXTRACTING|113210|67.77
SPANISH MOSS GATHERING|113210|67.77
SPANISH MOSS GATHERING|113210|67.77
SPHAGNUM MOSS GATHERING|113210|67.77
SPHAGNUM MOSS GATHERING|113210|67.77
SPRUCE GUM GATHERING|113210|67.77
SPRUCE GUM GATHERING|113210|67.77
TEABERRIES GATHERING|113210|67.77
TEABERRIES GATHERING|113210|67.77
TREE SEED EXTRACTING|113210|67.77
TREE SEED EXTRACTING|113210|67.77
TREE SEED GATHERING|113210|67.77
TREE SEED GATHERING|113210|67.77
TREE SEED GROWING FOR REFORESTATION|113210|67.77
TREE SEED GROWING FOR REFORESTATION|113210|67.77
CUTTING AND TRANSPORTING TIMBER|113310|147.86
CUTTING AND TRANSPORTING TIMBER|113310|147.86
CUTTING TIMBER|113310|147.86
CUTTING TIMBER|113310|147.86
LOG HARVESTING|113310|147.86
LOG HARVESTING|113310|147.86
LOGGING|113310|147.86
LOGGING|113310|147.86
PULPWOOD LOGGING CAMPS|113310|147.86
PULPWOOD LOGGING CAMPS|113310|147.86
RAILS, ROUGH WOOD, MANUFACTURING|113310|147.86
RAILS, ROUGH WOOD, MANUFACTURING|113310|147.86
STUMP REMOVING IN THE FIELD|113310|147.86
STUMP REMOVING IN THE FIELD|113310|147.86
TIMBER PILING|113310|147.86
TIMBER PILING|113310|147.86
TIMBER POLE CUTTING|113310|147.86
TIMBER POLE CUTTING|113310|147.86
TREE CHIPPING IN THE FIELD|113310|147.86
TREE CHIPPING IN THE FIELD|113310|147.86
WOOD CHIPPING IN THE FIELD|113310|147.86
WOOD CHIPPING IN THE FIELD|113310|147.86
ANCHOVY FISHING|114111|41.7
ANCHOVY FISHING|114111|41.7
BLUEFISH FISHING|114111|41.7
BLUEFISH FISHING|114111|41.7
COD CATCHING|114111|41.7
COD CATCHING|114111|41.7
COD FISHING|114111|41.7
COD FISHING|114111|41.7
CROAKER FISHING|114111|41.7
CROAKER FISHING|114111|41.7
DOLPHIN FISHING|114111|41.7
DOLPHIN FISHING|114111|41.7
EEL FISHING|114111|41.7
EEL FISHING|114111|41.7
FINFISH FISHING|114111|41.7
FINFISH FISHING|114111|41.7
FINFISH FISHING (E.G., FLOUNDER, SALMON, TROUT)|114111|41.7
FINFISH FISHING (E.G., FLOUNDER, SALMON, TROUT)|114111|41.7
FISHERIES, FINFISH|114111|41.7
FISHERIES, FINFISH|114111|41.7
FLOUNDER FISHING|114111|41.7
